"row_num","store","name","install_count","category","price","price-2","rating","review_count","rating-2","review_count-2"
334,"Android","FD Fitness","50+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,3
100,"Android","Fertility Friend Ovulation App","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,12955
338,"Android","FH Calculator","500+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,9
427,"iPhone","Find my Fitbit - Finder app for lost fitbits",NULL,"Health & Fitness",5.99,NULL,4.0,"2007",NULL,NULL
376,"iPhone","Fit Girls Guide",NULL,"Health & Fitness",0.00,NULL,4.0,"397",NULL,NULL
374,"iPhone","Fit 私人健身教练-超有效的健康运动减肥软件",NULL,"Health & Fitness",0.00,NULL,0.0,"0",NULL,NULL
20,"1Both","Fitbit","10,000,000+","Health & Fitness",0.00,"0",4.0,"90496",3.9,357417
58,"Android","Fitbit Coach","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,28951
130,"Android","Fitbit Coach","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,28951
497,"iPhone","Fitbod Workout Log: Strength Lifting Bodybuilding",NULL,"Health & Fitness",0.00,NULL,5.0,"4668",NULL,NULL
248,"Android","FitConsole","50,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,2.6,219
464,"iPhone","Fitness - Gym and Home Workout,my Exercise Journal",NULL,"Health & Fitness",2.99,NULL,5.0,"78",NULL,NULL
327,"Android","Fitness & Bodybuilding","5,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,95201
494,"iPhone","Fitness and Bodybuilding by VGFIT",NULL,"Health & Fitness",0.99,NULL,4.5,"364",NULL,NULL
398,"iPhone","Fitness Buddy+ Gym Workout Exercise, Home Trainer",NULL,"Health & Fitness",2.99,NULL,4.5,"10386",NULL,NULL
239,"Android","Fitness Dance for Zum.ba Workout Exercise","50,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.2,287
403,"iPhone","Fitness Point Pro",NULL,"Health & Fitness",4.99,NULL,4.5,"1685",NULL,NULL
422,"iPhone","Fitness Sync for Fitbit to Apple Health",NULL,"Health & Fitness",2.99,NULL,5.0,"6",NULL,NULL
428,"iPhone","Fitstar Personal Trainer",NULL,"Health & Fitness",0.00,NULL,4.5,"7496",NULL,NULL
456,"iPhone","FizzUp – Online Fitness Trainer",NULL,"Health & Fitness",0.00,NULL,5.0,"5",NULL,NULL
340,"Android","Florida Blue","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.2,499
409,"iPhone","Flowing ~ Meditation & Mindfulness",NULL,"Health & Fitness",1.99,NULL,4.5,"795",NULL,NULL
452,"iPhone","Food Additives Checker (E Numbers)",NULL,"Health & Fitness",1.99,NULL,3.5,"6",NULL,NULL
165,"Android","Food Calorie Calculator","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.2,1324
148,"Android","Food Calorie Calculator","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.2,1324
404,"iPhone","Fooducate - Lose Weight, Eat Healthy,Get Motivated",NULL,"Health & Fitness",0.00,NULL,4.5,"11875",NULL,NULL
123,"Android","Fooducate Healthy Weight Loss & Calorie Counter","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,14402
74,"Android","Free Meditation - Take a Break","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.2,1608
490,"iPhone","Freeletics Bodyweight - Workouts and Training",NULL,"Health & Fitness",0.00,NULL,4.5,"1722",NULL,NULL
56,"Android","Freeletics: Personal Trainer & Fitness Workouts","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,130104
406,"iPhone","Full Fitness : Exercise Workout Trainer",NULL,"Health & Fitness",2.99,NULL,4.5,"7573",NULL,NULL
28,"Android","Garmin Connect™","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.9,232153
383,"iPhone","Garmin Connect™ Mobile",NULL,"Health & Fitness",0.00,NULL,3.0,"8341",NULL,NULL
109,"1Both","Geocaching®","5,000,000+","Navigation",0.00,"0",3.5,"12811",4.1,62616
473,"iPhone","Good Morning Alarm Clock - Sleep Cycle Tracker",NULL,"Health & Fitness",3.99,NULL,4.5,"1014",NULL,NULL
62,"Android","Google Fit - Fitness Tracking","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.9,249855
459,"iPhone","Gym Log+ — Workout and Fitness Tracker",NULL,"Health & Fitness",4.99,NULL,4.0,"50",NULL,NULL
379,"iPhone","GYMONDO – Fitness Training für Zuhause",NULL,"Health & Fitness",0.00,NULL,0.0,"0",NULL,NULL
195,"Android","H-Connect","5,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.0,50
196,"Android","H Band","10,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.0,214
194,"Android","H Band 2.0","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,2.9,4031
485,"iPhone","HabitSeed",NULL,"Health & Fitness",0.99,NULL,4.5,"53",NULL,NULL
170,"Android","Happify","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.7,1812
486,"iPhone","Headspace",NULL,"Health & Fitness",0.00,NULL,5.0,"12819",NULL,NULL
89,"Android","Headspace: Meditation & Mindfulness","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,77563
189,"Android","Headspace: Meditation & Mindfulness","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,77563
164,"Android","Health and Nutrition Guide","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.3,7895
146,"Android","Health and Nutrition Guide","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.3,7895
388,"iPhone","HealthFace",NULL,"Health & Fitness",1.99,NULL,3.5,"28",NULL,NULL
441,"iPhone","HeartWatch. Heart & Activity Monitor for Watch",NULL,"Health & Fitness",2.99,NULL,4.5,"791",NULL,NULL
268,"Android","Home Remedies for Bacterial Infections","50+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,0
329,"Android","Home Workout - No Equipment","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,432160
1,"Android","Home Workout - No Equipment","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,428156
13,"Android","Home Workout for Men - Bodybuilding","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,12705
47,"Android","Home workouts - fat burning, abs, legs, arms,chest","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.3,4848
193,"Android","HPlus","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,2.9,1786
252,"Android","Hungry Girl Diet Bk. Companion","1,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,2.2,4
299,"Android","I AM C.T.","1,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,28
95,"Android","I’m Expecting - Pregnancy App","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,71269
199,"Android","I’m Expecting - Pregnancy App","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,71266
326,"Android","Ideal Weight, BMI Calculator","5,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.2,112384
467,"iPhone","iMacro - Diet, Weight and Food Score Tracker",NULL,"Health & Fitness",4.99,NULL,4.0,"360",NULL,NULL
176,"Android","Insight Timer - Free Meditation App","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,20161
370,"iPhone","Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate",NULL,"Health & Fitness",9.99,NULL,4.5,"571",NULL,NULL
421,"iPhone","Instant Heart Rate+: Heart Rate & Pulse Monitor",NULL,"Health & Fitness",4.99,NULL,4.5,"10158",NULL,NULL
471,"iPhone","Intuition Guidances",NULL,"Health & Fitness",0.00,NULL,0.0,"0",NULL,NULL
378,"iPhone","iSleep Easy - Meditations for Restful Sleep",NULL,"Health & Fitness",3.99,NULL,4.5,"664",NULL,NULL
392,"iPhone","iTrackBites Plus - Smart Weight Loss Tracker & Points Calculator for Diet Nutrition Watchers",NULL,"Health & Fitness",3.99,NULL,4.5,"4716",NULL,NULL
197,"Android","J - Style Pro","10,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,2.3,74
489,"iPhone","J&J Official 7 Minute Workout",NULL,"Health & Fitness",0.00,NULL,5.0,"4861",NULL,NULL
59,"Android","JEFIT Workout Tracker, Weight Lifting, Gym Log App","5,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,60096
198,"Android","K Health","50,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,290
450,"iPhone","Keep - 移动健身教练 自由运动场",NULL,"Health & Fitness",0.00,NULL,4.5,"550",NULL,NULL
42,"Android","Keep Trainer - Workout Trainer & Fitness Coach","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.7,14810
270,"Android","Kick Axe Bx","1+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,0
335,"Android","L!FE Premium Training","100+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,2
219,"Android","Ladies' Ab Workout FREE","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.0,12906
144,"Android","Lark - 24/7 Health Coach","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,3405
160,"Android","Lark - 24/7 Health Coach","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,3405
8,"Android","LG Health","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.3,20098
426,"iPhone","Life Cycle - Track Your Time Automatically",NULL,"Health & Fitness",0.00,NULL,4.5,"1760",NULL,NULL
495,"iPhone","Lifesum – Inspiring healthy lifestyle app",NULL,"Health & Fitness",0.00,NULL,3.5,"5795",NULL,NULL
21,"Android","Lose Belly Fat-Home Abs Fitness Workout","50,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,199
3,"Android","Lose Belly Fat in 30 Days - Flat Stomach","5,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.9,38098
135,"Android","Lose It! - Calorie Counter","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,69395
167,"Android","Lose It! - Calorie Counter","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,69395
150,"Android","Lose It! - Calorie Counter","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,69395
408,"iPhone","Lose It! – Weight Loss Program and Calorie Counter",NULL,"Health & Fitness",0.00,NULL,4.0,"373835",NULL,NULL
6,"Android","Lose Weight in 30 Days","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,220125
436,"iPhone","Low Carb Diet Tracker PRO by Carb Manager",NULL,"Health & Fitness",2.99,NULL,4.5,"2950",NULL,NULL
230,"Android","Lullaby Add-on for Sleep as Android","50,000+","HEALTH_AND_FITNESS",NULL,"$1.99 ",NULL,NULL,3.9,2057
66,"Android","Map My Fitness Workout Trainer","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,38343
110,"Android","Map My Hike GPS Hiking","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,12858
60,"Android","Map My Ride GPS Cycling Riding","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,106547
386,"iPhone","Map My Ride+ - GPS Cycling & Route Tracker",NULL,"Health & Fitness",2.99,NULL,4.5,"10046",NULL,NULL
342,"iPhone","Map My Run+ - GPS Running & Workout Tracker",NULL,"Health & Fitness",2.99,NULL,4.5,"16434",NULL,NULL
163,"Android","MealLogger-Photo Food Journal","50,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.5,217
145,"Android","MealLogger-Photo Food Journal","50,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.5,217
234,"Android","MediBeat for AW - Android (1)","500+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,2
75,"Android","Meditate OM","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,19074
175,"Android","Meditation Music - Relax, Yoga","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,48226
79,"Android","Meditation Music - Relax, Yoga","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,48226
80,"Android","Meditation Studio","10,000+","HEALTH_AND_FITNESS",NULL,"$3.99 ",NULL,NULL,4.6,1026
511,"iPhone","Meditation Studio – Guided Meditations and Courses",NULL,"Health & Fitness",3.99,NULL,5.0,"2491",NULL,NULL
516,"iPhone","Méditations avec Christophe André",NULL,"Health & Fitness",4.99,NULL,0.0,"0",NULL,NULL
365,"iPhone","mememo(ミーメモ)ダイエット〜生理日予測まで女性サポート",NULL,"Health & Fitness",0.00,NULL,4.0,"7",NULL,NULL
260,"Android","MI-BP","50+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,5.0,1
477,"iPhone","Mindfulness Daily",NULL,"Health & Fitness",1.99,NULL,5.0,"1245",NULL,NULL
506,"iPhone","Model My Diet - Women - Weight Loss Motivation",NULL,"Health & Fitness",0.00,NULL,4.0,"236",NULL,NULL
466,"iPhone","Modern Essentials",NULL,"Health & Fitness",6.99,NULL,3.5,"112",NULL,NULL
258,"Android","Monitor My BP","50+","HEALTH_AND_FITNESS",NULL,"$5.99 ",NULL,NULL,NULL,0
153,"Android","Monitor Your Weight","5,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,126017
367,"iPhone","Moodnotes - Thought Journal / Mood Diary",NULL,"Health & Fitness",3.99,NULL,5.0,"625",NULL,NULL
359,"iPhone","Morning Routine : Daily Habit Tracker",NULL,"Health & Fitness",0.00,NULL,3.0,"40",NULL,NULL
442,"iPhone","MotiConnect Pro",NULL,"Health & Fitness",1.99,NULL,0.0,"0",NULL,NULL
257,"Android","My BP Lab","10,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,2.6,186
77,"Android","My Chakra Meditation","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,7586
83,"Android","My Chakra Meditation 2","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.3,1288
344,"iPhone","My Challenge Tracker",NULL,"Health & Fitness",0.00,NULL,5.0,"3682",NULL,NULL
94,"Android","My Cycles Period and Ovulation","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.3,26652
425,"iPhone","My Cycles Period and Ovulation Tracker",NULL,"Health & Fitness",0.00,NULL,3.5,"7469",NULL,NULL
97,"Android","My Days - Ovulation Calendar & Period Tracker ™","5,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,93691
127,"Android","My Diet Coach - Weight Loss Motivation & Tracker","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,141163
159,"Android","My Diet Diary Calorie Counter","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,18539
140,"Android","My Diet Diary Calorie Counter","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,18539
389,"iPhone","My Macros+ Diet, Weight and Calorie Tracker",NULL,"Health & Fitness",2.99,NULL,4.5,"2334",NULL,NULL
475,"iPhone","My Score Plus Weight Loss, Food & Exercise Tracker",NULL,"Health & Fitness",0.00,NULL,4.0,"467",NULL,NULL
498,"iPhone","My Water Balance: Daily Drink Tracker & Reminder",NULL,"Health & Fitness",0.00,NULL,4.5,"1601",NULL,NULL
488,"iPhone","myFitnessSync for Fitbit - Fitbit to Apple Health",NULL,"Health & Fitness",4.99,NULL,4.5,"264",NULL,NULL
412,"iPhone","MyFLO Period Tracker by FLO Living LLC",NULL,"Health & Fitness",1.99,NULL,4.0,"145",NULL,NULL
458,"iPhone","MyNetDiary PRO - Calorie Counter and Food Diary",NULL,"Health & Fitness",3.99,NULL,4.5,"15188",NULL,NULL
139,"Android","MyPlate Calorie Tracker","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,24094
154,"Android","MyPlate Calorie Tracker","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,24094
411,"iPhone","Nackt gut aussehen",NULL,"Health & Fitness",4.99,NULL,0.0,"0",NULL,NULL
129,"Android","Nike Training Club - Workouts & Fitness Plans","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,251534
57,"Android","Nike Training Club - Workouts & Fitness Plans","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,251534
325,"Android","Nike Training Club - Workouts & Fitness Plans","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,251618
26,"Android","Nike+ Run Club","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,708674
118,"Android","Nike+ Run Club","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,708710
134,"Android","Nike+ Run Club","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,708753
64,"Android","Nike+ Run Club","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,708710
468,"iPhone","Nike+ Training Club - Workouts & Fitness Plans",NULL,"Health & Fitness",0.00,NULL,3.5,"33969",NULL,NULL
451,"iPhone","Ohajiki Web Browser",NULL,"Health & Fitness",2.99,NULL,4.5,"9",NULL,NULL
377,"iPhone","Oje, ich wachse!",NULL,"Health & Fitness",1.99,NULL,0.0,"0",NULL,NULL
191,"Android","Oral-B App","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,3.3,14210
104,"Android","OvuView: Ovulation and Fertility","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,40296
172,"Android","Pacifica - Stress & Anxiety","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,10253
434,"iPhone","PAUSE - Relaxation at your fingertip",NULL,"Health & Fitness",1.99,NULL,3.5,"180",NULL,NULL
407,"iPhone","Pea – The Premature Ejaculation App",NULL,"Health & Fitness",3.99,NULL,1.5,"9",NULL,NULL
7,"Android","Pedometer","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,400592
4,"Android","Pedometer - Step Counter Free & Calorie Burner","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,31139
10,"Android","Pedometer, Step Counter & Weight Loss Tracker App","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,548021
102,"Android","Period Tracker","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,325738
105,"Android","Period Tracker - Period Calendar Ovulation Tracker","100,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,4559407
106,"Android","Period Tracker Clue: Period and Ovulation Tracker","10,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,570242
354,"iPhone","Period Tracker Deluxe",NULL,"Health & Fitness",1.99,NULL,4.5,"13350",NULL,NULL
454,"iPhone","Period Tracker Lite",NULL,"Health & Fitness",0.00,NULL,4.0,"53620",NULL,NULL
321,"Android","Period Tracker, Pregnancy Calculator & Calendar 🌸","10,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,NULL,0
288,"Android","Pharmacie de Garde CI et Prix","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,2599
286,"Android","Pharmacy CI - Pharmacies de garde Côte d'Ivoire","100,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.5,5509
315,"Android","PHARMAGUIDE (DZ)","5,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,131
390,"iPhone","Plant Nanny - Water Reminder with Cute Plants",NULL,"Health & Fitness",0.00,NULL,4.5,"27421",NULL,NULL
92,"1Both","Pocket Yoga","100,000+","Health & Fitness",2.99,"$2.99 ",4.5,"4475",4.4,2107
72,"1Both","Pocket Yoga","100,000+","Health & Fitness",2.99,"$2.99 ",4.5,"4475",4.4,2107
254,"Android","Poop Tracker - Toilet Log","10,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.4,622
431,"iPhone","Positivity with Andrew Johnson",NULL,"Health & Fitness",2.99,NULL,4.0,"282",NULL,NULL
180,"Android","Prana Breath: Calm & Meditate","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.8,31665
93,"Android","Pregnancy & Baby Tracker","1,000,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.6,48286
101,"Android","Pregnancy Tracker","500,000+","HEALTH_AND_FITNESS",NULL,"0",NULL,NULL,4.1,2681
356,"iPhone","ProTracker Plus Weight, Calorie & Exercise Tracker",NULL,"Health & Fitness",2.99,NULL,4.5,"2319",NULL,NULL
